Barcode	Description	Asset Number	Manufacturer	Model Number	Serial Number	Facility	Storage Location	Storage Bin Qty	Out Bin Qty	Out To	Date Out	Due Date	Funding Source	Account	Status	In Service Date	Classification	Type	Miscellaneous
KK425	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1130.0 (AMPAM) (Responsible: Unassigned)	11/27/2017					11/27/2017	BITS	SELF FEED BITS	
KK426	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1130.0 (AMPAM) (Responsible: Unassigned)	11/27/2017					11/27/2017	BITS	SELF FEED BITS	
KK433	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	12/14/2017				Lost	12/14/2017	BITS	SELF FEED BITS	
KK434	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	12/14/2017					12/14/2017	BITS	SELF FEED BITS	
KK436	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	12/14/2017					12/14/2017	BITS	SELF FEED BITS	
KK438	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	12/14/2017					12/14/2017	BITS	SELF FEED BITS	
KK439	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	12/14/2017				Lost	12/14/2017	BITS	SELF FEED BITS	
KK440	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1124.0 (AMPAM) (Responsible: Unassigned)	12/14/2017					12/14/2017	BITS	SELF FEED BITS	
KK441	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1155.0 (AMPAM) (Responsible: Unassigned)	12/21/2017					12/21/2017	BITS	SELF FEED BITS	
KK442	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1155.0 (AMPAM) (Responsible: Unassigned)	12/21/2017					12/21/2017	BITS	SELF FEED BITS	
KK443	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	1/4/2018				Lost	1/4/2018	BITS	SELF FEED BITS	
KK444	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	1/4/2018				Lost	1/4/2018	BITS	SELF FEED BITS	
KK445	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	1/8/2018				Lost	1/8/2018	BITS	SELF FEED BITS	
KK446	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	1/8/2018					1/8/2018	BITS	SELF FEED BITS	
KK448	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	1/25/2018					1/25/2018	BITS	SELF FEED BITS	
KK449	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	1/25/2018					1/25/2018	BITS	SELF FEED BITS	
KK450	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1202.0 (AMPAM) (Responsible: Unassigned)	1/25/2018					1/25/2018	BITS	SELF FEED BITS	
KK452	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	2/5/2018					2/5/2018	BITS	SELF FEED BITS	
KK453	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	2/5/2018					2/5/2018	BITS	SELF FEED BITS	
KK454	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	2/5/2018					2/5/2018	BITS	SELF FEED BITS	
KK455	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	2/5/2018					2/5/2018	BITS	SELF FEED BITS	
KK462	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	2/12/2018					2/12/2018	BITS	SELF FEED BITS	
KK463	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	2/12/2018					2/12/2018	BITS	SELF FEED BITS	
KK464	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	2/12/2018					2/12/2018	BITS	SELF FEED BITS	
KK465	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1137.0 (AMPAM) (Responsible: Unassigned)	2/12/2018					2/12/2018	BITS	SELF FEED BITS	
KK471	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					3/5/2018	BITS	SELF FEED BITS	
KK472	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					3/5/2018	BITS	SELF FEED BITS	
KK474	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					3/5/2018	BITS	SELF FEED BITS	
KK475	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					3/5/2018	BITS	SELF FEED BITS	
KK476	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					3/5/2018	BITS	SELF FEED BITS	
KK477	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					3/5/2018	BITS	SELF FEED BITS	
KK478	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1219.0 (AMPAM) (Responsible: Unassigned)	3/5/2018					3/5/2018	BITS	SELF FEED BITS	
KK479	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
KK480	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
KK481	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	3/6/2018					3/6/2018	BITS	SELF FEED BITS	
KK482	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1198.0 (AMPAM) (Responsible: Unassigned)	4/18/2018					4/18/2018	BITS	SELF FEED BITS	
KK483	2 9/16" SELF FEED BIT		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1198.0 (AMPAM) (Responsible: Unassigned)	4/18/2018					4/18/2018	BITS	SELF FEED BITS	
KL 188	CORDLESS DRILL		MILWAUKEE	2706-20	F25CD172705488	AMPAM	SOCAL (AMPAM)			COPPER (AMPAM) (Responsible: Unassigned)	3/14/2018					3/14/2018	POWER TOOLS	IMPACT GUN	
KL 189	CORDLESS DRILL		MILWAUKEE	2706-20	F25CD172705502	AMPAM	SOCAL (AMPAM)			COPPER (AMPAM) (Responsible: Unassigned)	3/14/2018					3/14/2018	POWER TOOLS	IMPACT GUN	
KL099	CORDLESS DRILL 18V		MILWAUKEE			AMPAM	SOCAL (AMPAM)			CARLOS ALVARADO SD SERVICE VAN (AMPAM) (Responsible: Unassigned)	10/14/2016					10/14/2016	POWER TOOLS	IMPACT GUN	
KL122	CORDLESS DRILL 18V		MILWAUKEE	2606-20	F24DD1815-05073	AMPAM	SOCAL (AMPAM)			COPPER (AMPAM) (Responsible: Unassigned)	9/12/2018					8/29/2018	POWER TOOLS	IMPACT GUN	
KL123	CORDLESS 18V HAMMER DRILL		MILWAUKEE	2604-22	D56BD1348-05507	AMPAM	SOCAL (AMPAM)			1120.0FINISH (AMPAM) (Responsible: Unassigned)	1/19/2018				Lost	7/5/2016	POWER TOOLS	IMPACT GUN	
KL124	CORDLESS IMPACT DRILL		MILWAUKEE	2659-22		AMPAM	SOCAL (AMPAM)			MECHANIC ROOM (AMPAM) (Responsible: Unassigned)	7/12/2016					7/12/2016	POWER TOOLS	IMPACT GUN	
KL130	CORDLESS DRILL		MILWAUKEE	2606-20	F24DD151607285	AMPAM	SOCAL (AMPAM)			ERNESTO-SERVICE VAN (AMPAM) (Responsible: Unassigned)	6/21/2018					12/13/2016	POWER TOOLS	IMPACT GUN	
KL155	CORDLESS FLASHLIGHT		MILWAUKEE	2735-20	C12B9140904392	AMPAM	SOCAL (AMPAM)			MIGUEL LEON SERVICE VAN (AMPAM) (Responsible: Unassigned)	6/18/2016					6/18/2016	POWER TOOLS	IMPACT GUN	
KL158	CORDLESS IMPACT DRILL		MILWAUKEE	2753-20	G76AD152911532	AMPAM	SOCAL (AMPAM)			MIGUEL LEON SERVICE VAN (AMPAM) (Responsible: Unassigned)	7/12/2016					7/12/2016	POWER TOOLS	IMPACT GUN	
KL164	CORDLESS IMPACT DRILL		MILWAUKEE	2753-20	G7AD163300677	AMPAM	SOCAL (AMPAM)			LENNY ACEVEDO (AMPAM) (Responsible: Unassigned)	6/26/2017					11/17/2016	POWER TOOLS	IMPACT GUN	
KL165	CORDLESS IMPACT DRILL		MILWAUKEE	2753-20	G76AD163300839	AMPAM	SOCAL (AMPAM)			1019.0FINISH (AMPAM) (Responsible: Unassigned)	11/21/2016				Lost	11/21/2016	POWER TOOLS	IMPACT GUN	
KL166	CORDLESS DRILL		MILWAUKEE	2704-20	G73AD163300839	AMPAM	SOCAL (AMPAM)			1019.0FINISH (AMPAM) (Responsible: Unassigned)	11/21/2016				Lost	11/21/2016	POWER TOOLS	IMPACT GUN	
KL167	CORDLESS DRILL		MILWAUKEE	2704-20	G73AD163605848	AMPAM	SOCAL (AMPAM)			MECHANIC ROOM (AMPAM) (Responsible: Unassigned)	12/2/2016					12/2/2016	POWER TOOLS	IMPACT GUN	
KL168	CORDLESS IMPACT DRILL		MILWAUKEE	2656-20	F26BD163602325	AMPAM	SOCAL (AMPAM)			DAVID SERVICE VAN (AMPAM) (Responsible: Unassigned)	2/27/2017				Lost	2/27/2017	POWER TOOLS	IMPACT GUN	
KL169	CORDLESS WORKLIGHT		MILWAUKEE	2735-20	C12B9164205192	AMPAM	SOCAL (AMPAM)			ERNESTO-SERVICE VAN (AMPAM) (Responsible: Unassigned)	6/21/2018					2/27/2017	POWER TOOLS	IMPACT GUN	
KL170	CORDLESS IMPACT DRILL		MILWAUKEE	2656-20	F26BD163601987	AMPAM	SOCAL (AMPAM)			ERNESTO-SERVICE VAN (AMPAM) (Responsible: Unassigned)	6/21/2018					2/27/2017	POWER TOOLS	IMPACT GUN	
KL172	CORDLESS DRILL		MILWAUKEE	2454-20	E52DD15131507	AMPAM	SOCAL (AMPAM)			MECHANIC ROOM (AMPAM) (Responsible: Unassigned)	6/26/2017					6/26/2017	POWER TOOLS	IMPACT GUN	
KL174	CORDLESS DRILL		MILWAUKEE			AMPAM	SOCAL (AMPAM)								Broken	8/1/2017	POWER TOOLS	IMPACT GUN	
KL175	CORDLESS IMPACT DRILL		MILWAUKEE	2656-20	F26CD1706-06673	AMPAM	SOCAL (AMPAM)			REFUGIO GOMEZ (AMPAM) (Responsible: Unassigned)	9/11/2018					8/9/2017	POWER TOOLS	IMPACT GUN	
KL176	CORDLESS IMPACT  DRILL		MILWAUKEE	2656-20	F26CD171803311	AMPAM	SOCAL (AMPAM)			CAST IRON (AMPAM) (Responsible: Unassigned)	7/30/2018					8/9/2017	POWER TOOLS	IMPACT GUN	
KL177	CORDLESS IMPACT DRILL		MILWAUKEE	2656-20	F26CD171803312	AMPAM	SOCAL (AMPAM)			CAST IRON (AMPAM) (Responsible: Unassigned)	7/30/2018					8/9/2017	POWER TOOLS	IMPACT GUN	
KL178	CORDLESS IMPACT DRILL		MILWAUKEE	2750-20	G41AD1815-02436	AMPAM	SOCAL (AMPAM)			BOBBY HERNANDEZ (AMPAM) (Responsible: Unassigned)	8/30/2018					8/9/2017	POWER TOOLS	IMPACT GUN	
KL179	CORDLESS SAWZALL		MILWAUKEE	2720-20	F39DD1732-08133	AMPAM	SOCAL (AMPAM)			DAVID SERVICE VAN (AMPAM) (Responsible: Unassigned)	1/8/2018					1/8/2018	POWER TOOLS	IMPACT GUN	
KL180	CORDLESS WORKLIGHT		MILWAUKEE	2735-20	C12B9171406458	AMPAM	SOCAL (AMPAM)			DAVID SERVICE VAN (AMPAM) (Responsible: Unassigned)	1/8/2018					1/8/2018	POWER TOOLS	IMPACT GUN	
KL181	CORDLESS HAMMER DRILL/ DRIVER		MILWAUKEE	2704-20	G73AD171605553	AMPAM	SOCAL (AMPAM)			DAVID SERVICE VAN (AMPAM) (Responsible: Unassigned)	1/8/2018					1/8/2018	POWER TOOLS	IMPACT GUN	
KL182	CORDLESS IMPACT		MILWAUKEE	2753-20	G76AD171603724	AMPAM	SOCAL (AMPAM)			DAVID SERVICE VAN (AMPAM) (Responsible: Unassigned)	1/8/2018					1/8/2018	POWER TOOLS	IMPACT GUN	
KL187	CORDLESS SAW ZALL		MILWAUKEE	2621-20	G09CD173700076	AMPAM	SOCAL (AMPAM)			ALEJANDRO SERVICE VAN (AMPAM) (Responsible: Unassigned)	3/22/2018					1/13/2018	POWER TOOLS	IMPACT GUN	
KL188	CORDLESS IMPACT		MILWAUKEE	2656-22XC	F26CD172000353	AMPAM	SOCAL (AMPAM)			ABS (AMPAM) (Responsible: Unassigned)	3/28/2018					2/9/2018	POWER TOOLS	IMPACT GUN	
KL189	CORDLESS IMPACT		MILWAUKEE	2656-22XC	F26CD172000357	AMPAM	SOCAL (AMPAM)			ABS (AMPAM) (Responsible: Unassigned)	3/28/2018					2/9/2018	POWER TOOLS	IMPACT GUN	
KL190	CORDLESS DRILL		MILWAUKEE	2753-20	G76AD18010103993	AMPAM	SOCAL (AMPAM)			CAST IRON (AMPAM) (Responsible: Unassigned)	3/21/2018					3/21/2018	POWER TOOLS	IMPACT GUN	
KL191	CORDLESS DRILL		MILWAUKEE	2656-20	F26CD172500211	AMPAM	SOCAL (AMPAM)			CAST IRON (AMPAM) (Responsible: Unassigned)	3/21/2018					3/21/2018	POWER TOOLS	IMPACT GUN	
KL192	CORDLESS DRILL		MILWAUKEE		G73AD180210884	AMPAM	SOCAL (AMPAM)			ALEJANDRO SERVICE VAN (AMPAM) (Responsible: Unassigned)	3/27/2018					3/27/2018	POWER TOOLS	IMPACT GUN	
KL193	CORDLESS IMPACT DRILL		MILWAUKEE		G76AD180206381	AMPAM	SOCAL (AMPAM)			ALEJANDRO SERVICE VAN (AMPAM) (Responsible: Unassigned)	3/27/2018					3/27/2018	POWER TOOLS	IMPACT GUN	
KL194	CORDLESS DRILL		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1146.0 (AMPAM) (Responsible: Unassigned)	6/13/2018					6/13/2018	POWER TOOLS	IMPACT GUN	
KL195	CORDLESS DRILL		MILWAUKEE			AMPAM	SOCAL (AMPAM)			1152.0 (AMPAM) (Responsible: Unassigned)	7/17/2018				Lost	7/17/2018	POWER TOOLS	IMPACT GUN	
KL196	CORDLESS IMPACT DRILL		MILWAUKEE		F28CD181311700	AMPAM	SOCAL (AMPAM)			CAST IRON (AMPAM) (Responsible: Unassigned)	7/30/2018					7/30/2018	POWER TOOLS	IMPACT GUN	
KL197	CORDLESS IMPACT DRILL		MILWAUKEE		F26CD181311698	AMPAM	SOCAL (AMPAM)			ABS (AMPAM) (Responsible: Unassigned)	7/30/2018					7/30/2018	POWER TOOLS	IMPACT GUN	
KL198	CORDLESS IMPACT DRILL		MILWAUKEE		F29CD181311699	AMPAM	SOCAL (AMPAM)			CAST IRON (AMPAM) (Responsible: Unassigned)	7/30/2018					7/30/2018	POWER TOOLS	IMPACT GUN	
KL199	CORDLESS IMPACT DRILL		MILWAUKEE		F26CD181311701	AMPAM	SOCAL (AMPAM)			CAST IRON (AMPAM) (Responsible: Unassigned)	7/30/2018					7/30/2018	POWER TOOLS	IMPACT GUN	
KL200	CORDLESS CAULKING GUN		MILWAUKEE	2441-21	E34D180500352	AMPAM	SOCAL (AMPAM)								Out for Maint.	8/3/2018	POWER TOOLS	IMPACT GUN	
KL202	CORDLESS HACK ZALL		MILWAUKEE	2625-20	C41DD180403514	AMPAM	SOCAL (AMPAM)			ALEJANDRO SERVICE VAN (AMPAM) (Responsible: Unassigned)	8/17/2018					8/10/2018	POWER TOOLS	IMPACT GUN	
KL203	CORDLESS CUT OUT MACHINE		MILWAUKEE	2627-20	H54AD181101433	AMPAM	SOCAL (AMPAM)			ALEJANDRO SERVICE VAN (AMPAM) (Responsible: Unassigned)	9/25/2018					9/19/2018	POWER TOOLS	IMPACT GUN	
KL205	CORDLESS TUBING CUTTER		MILWAUKEE	2471-20	B61CD180801477	AMPAM	SOCAL (AMPAM)			1249.0 (AMPAM) (Responsible: Unassigned)	10/2/2018					10/2/2018	POWER TOOLS	IMPACT GUN	
KL206	CORDLESS TUBING CUTTER		MILWAUKEE	2471-20	B61CD180801474	AMPAM	SOCAL (AMPAM)			1249.0 (AMPAM) (Responsible: Unassigned)	10/2/2018					10/2/2018	POWER TOOLS	IMPACT GUN	
KL207	CORDLESS TUBING CUTTER		MILWAUKEE	2471-20	B61CD180801473	AMPAM	SOCAL (AMPAM)			1249.0 (AMPAM) (Responsible: Unassigned)	10/2/2018					10/2/2018	POWER TOOLS	IMPACT GUN	
KL210	CORDLESS DRILL		MILWAUKEE	2441-21	E34AD183500006	AMPAM	SOCAL (AMPAM)			1215.0 (AMPAM) (Responsible: Unassigned)	12/19/2018					12/19/2018	POWER TOOLS	IMPACT GUN	
KN043	10' FT LADDER                            In Service: 03/27/2007		LOUISVILLE	2610		AMPAM	SOCAL (AMPAM)			1004.0 (AMPAM) (Responsible: Unassigned)	7/5/2016				Lost	6/30/2016	LADDER	EXTENSION	
KN076	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1116.0 (AMPAM) (Responsible: Unassigned)	6/14/2018					6/20/2016	LADDER	A-FRAME	
KN086	12' FT LADDER                            In Service: 02/08/2013		LOUISVILLE	LFS1506		AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	3/21/2018					6/30/2016	LADDER	EXTENSION	
KN091	LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1116.0 (AMPAM) (Responsible: Unassigned)	3/15/2018					3/15/2018	LADDER	EXTENSION	
KN092	16' EXTENSION LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	1/16/2019					7/9/2016	LADDER	EXTENSION	
KN095	12' FT LADDER                            In Service: 11/16/2013		LOUISVILLE	FS-1512		AMPAM	SOCAL (AMPAM)			1105.0 (AMPAM) (Responsible: Unassigned)	3/21/2018					6/30/2016	LADDER	EXTENSION	
KN105	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1199.0 (AMPAM) (Responsible: Unassigned)	1/15/2019					9/27/2016	LADDER	A-FRAME	
KN106	12' LADDER		LOUISVILLE	6212		AMPAM	SOCAL (AMPAM)			1150.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					6/29/2016	LADDER	EXTENSION	
KN107	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1249.0 (AMPAM) (Responsible: Unassigned)	12/4/2018					7/26/2016	LADDER	A-FRAME	
KN113	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1066.0 (AMPAM) (Responsible: Unassigned)	7/7/2016				Lost	6/20/2016	LADDER	A-FRAME	
KN116	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	4/26/2018					6/20/2016	LADDER	A-FRAME	
KN120	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1180.0 (AMPAM) (Responsible: Unassigned)	3/4/2019					6/20/2016	LADDER	A-FRAME	
KN121	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1180.0 (AMPAM) (Responsible: Unassigned)	3/4/2019					7/5/2016	LADDER	EXTENSION	
KN122	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1220.0 (AMPAM) (Responsible: Unassigned)	1/16/2019					7/5/2016	LADDER	EXTENSION	
KN123	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1082.0 (AMPAM) (Responsible: Unassigned)	9/6/2016				Lost	7/5/2016	LADDER	EXTENSION	
KN124	12' PLATFORM LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1142.0 (AMPAM) (Responsible: Unassigned)	1/16/2019					10/4/2016	LADDER	PLATFORM	
KN125	12' PLATFORM LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1150.0 (AMPAM) (Responsible: Unassigned)	3/1/2019					10/4/2016	LADDER	PLATFORM	
KN126	12' PLATFORM LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1204.0 (AMPAM) (Responsible: Unassigned)	10/16/2017				Lost	10/4/2016	LADDER	PLATFORM	
KN127	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1200.0 (AMPAM) (Responsible: Unassigned)	3/2/2018					10/6/2016	LADDER	A-FRAME	
KN128	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1150.0 (AMPAM) (Responsible: Unassigned)	1/31/2019					10/6/2016	LADDER	A-FRAME	
KN129	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1249.0 (AMPAM) (Responsible: Unassigned)	12/4/2018					10/6/2016	LADDER	A-FRAME	
KN131	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1249.0 (AMPAM) (Responsible: Unassigned)	12/4/2018					10/14/2016	LADDER	A-FRAME	
KN133	12' A-FRAME LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1116.0 (AMPAM) (Responsible: Unassigned)	7/6/2018					1/17/2017	LADDER	A-FRAME	
KN134	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1100.0 (AMPAM) (Responsible: Unassigned)	1/27/2017					1/27/2017	LADDER	A-FRAME	
KN135	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1199.0 (AMPAM) (Responsible: Unassigned)	1/15/2019					1/27/2017	LADDER	A-FRAME	
KN136	LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1148.0 (AMPAM) (Responsible: Unassigned)	12/8/2017					12/8/2017	LADDER	EXTENSION	
KN137	12' LADDER		LOUISVILLE			AMPAM	SOCAL (AMPAM)			1174.0 (AMPAM) (Responsible: Unassigned)	4/26/2018					3/22/2018	LADDER	A-FRAME	
KN139	12' PLATFORM		LOUISVILLE	FP1412HD		AMPAM	SOCAL (AMPAM)			1150.0 (AMPAM) (Responsible: Unassigned)	3/7/2019					3/7/2019	LADDER	PLATFORM	
KT0	EXPANDER 18V		MILWAUKEE			AMPAM	SOCAL (AMPAM)									6/21/2016	HAND HELD TOOLS	EXPANDER	
KT010	PROPEX EXPANSION GUN    3/8" - 1"		MILWAUKEE	2432-22	C67AD14510082	AMPAM	SOCAL (AMPAM)			1146.0 (AMPAM) (Responsible: Unassigned)	9/6/2017				Lost	12/7/2016	HAND HELD TOOLS	EXPANDER	
KT011	PROPEX EXPANSION GUN 3/8" - 1"		MILWAUKEE	2432-22	C62BD183000029	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	10/3/2018					10/3/2018	HAND HELD TOOLS	EXPANDER	
KT012	FORCELOGIC PROPEX EXPANSION GUN		MILWAUKEE	2633-20	H03BD181400233	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	10/16/2018					10/16/2018	HAND HELD TOOLS	EXPANDER	
KT013	PROPEX EXPANSION GUN		MILWAUKEE	2432-22		AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	11/14/2018					11/14/2018	HAND HELD TOOLS	EXPANDER	
KT014	PROPEX EXPANSION GUN		MILWAUKEE	2432-22XC	C62B01151	AMPAM	SOCAL (AMPAM)			1215.0 (AMPAM) (Responsible: Unassigned)	11/29/2018					11/29/2018	HAND HELD TOOLS	EXPANDER	
KT015	PROPEX EXPANSION GUN		MILWAUKEE	2432-20	C62BD1836-01105	AMPAM	SOCAL (AMPAM)			1215.0 (AMPAM) (Responsible: Unassigned)	11/29/2018					11/29/2018	HAND HELD TOOLS	EXPANDER	
KT016	PROPEX EXPANSION GUN		MILWAUKEE	2432-22	c82bd183601029	AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	12/21/2018					12/21/2018	HAND HELD TOOLS	EXPANDER	
KT018	PROPEX EXPANSION GUN    3/8" -1"		MILWAUKEE	2432-20	C62BD181902311	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	10/3/2018					10/3/2018	HAND HELD TOOLS	EXPANDER	
KT019	PROPEX EXPANSION GUN		MILWAUKEE	2432-22		AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	12/28/2018					12/28/2018	HAND HELD TOOLS	EXPANDER	
KT020	PROPEX EXPANSION GUN		MILWAUKEE	2632-20	C67AD183600545	AMPAM	SOCAL (AMPAM)			1245.0 (AMPAM) (Responsible: Unassigned)	1/21/2019					11/16/2018	HAND HELD TOOLS	EXPANDER	
KT021	PROPEX EXPANSION GUN		MILWAUKEE	2432-22	C62BD183600869	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	1/7/2019					1/7/2019	HAND HELD TOOLS	EXPANDER	
KT022	PROPEX EXPANSION GUN		MILWAUKEE	2432-22	C62BD183600861	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	1/7/2019					1/7/2019	HAND HELD TOOLS	EXPANDER	
KT023	PROPEX EXPANSION GUN		MILWAUKEE	2632-22XC	C67AD181800434	AMPAM	SOCAL (AMPAM)			1173.0 (AMPAM) (Responsible: Unassigned)	1/11/2019					1/11/2019	HAND HELD TOOLS	EXPANDER	
KT024	PROPEX EXPANSION GUN		MILWAUKEE	2632-22	C67AD181300059	AMPAM	SOCAL (AMPAM)			1228.0 (AMPAM) (Responsible: Unassigned)	2/8/2019					2/8/2019	HAND HELD TOOLS	EXPANDER	
KT025	PROPEX EXPANSION GUN		MILWAUKEE	2432-22	C62BD183600862	AMPAM	SOCAL (AMPAM)			1228.0 (AMPAM) (Responsible: Unassigned)	2/8/2019					2/8/2019	HAND HELD TOOLS	EXPANDER	
